MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
36571,2006/01/25,2006/02/18,男,4,杭州,浙江,CN,50,2014/03/31,19,7161,0,0,5852,6586,24248,12071.11,2014/03/07,2.375,895.125,155,25,30.61111111,125,1268,2512,0,0.497818789,8,11,3932,3229,0,3780,3780,2512,10941,5741,0.578947368,0.421052632,0.549008657,0.450851717,14
3684,2009/01/30,2009/07/07,男,4,乌鲁木齐,新疆,CN,34,2014/03/31,5,10676,0,0,2169,6504,16869,12070.55,2013/12/25,0.625,1334.5,341,98,73,116,0,0,1,0.715546268,1,4,2464,8212,0,0,0,0,10676,8212,0.8,0.2,0.230776435,0.769129905,1
48597,2009/09/24,2009/12/20,女,4,FUKUYAMA-city,HIROSHIMA-ken,JP,38,2014/03/31,31,11103,0,818,1108,13782,27848,12070.37,2014/01/01,3.875,1387.875,118,91,17.4,170,1785,5827,2,0.43343759,4,27,1048,10055,818,7612,8430,6645,19533,16700,0.870967742,0.129032258,0.094380403,0.905529539,39
54668,2006/02/20,2006/11/23,男,4,北京,北京,CN,71,2014/03/31,12,11366,0,0,7649,2902,15203,12068.95,2013/12/28,1.5,1420.75,40,95,54.18181818,182,0,0,0,0.793853187,7,5,8560,2806,0,0,0,0,11366,2806,0.416666667,0.583333333,0.753057095,0.246854931,0
50994,2011/11/28,2011/11/28,男,4,三亚,海南,CN,46,2014/03/31,14,9820,0,0,7279,4614,16641,12068.23,2013/10/08,1.75,1227.5,29,176,40.46153846,132,0,0,0,0.725210624,9,5,6128,3692,0,0,0,0,9820,3692,0.357142857,0.642857143,0.623969046,0.375929131,0
35114,2010/08/15,2010/09/04,男,4,哈市,黑龙江,CN,48,2014/03/31,14,11263,0,0,4512,6748,14680,12068.02,2014/03/20,1.75,1407.875,183,12,41.23076923,134,0,0,0,0.822072207,5,9,4445,6818,0,0,0,0,11263,6818,0.642857143,0.357142857,0.394620028,0.605291193,0
59773,2011/09/22,2011/09/22,男,4,大连,辽宁,CN,35,2014/03/31,28,14401,0,0,2268,2690,13316,12067.38,2013/12/03,3.5,1800.125,30,120,21.51851852,161,0,0,0,0.906231601,14,14,7407,6994,0,0,0,0,14401,6994,0.5,0.5,0.514303569,0.485626996,0
10095,2007/03/24,2008/01/11,男,4,江门,广东,CN,45,2014/03/31,8,9721,0,0,9312,0,14227,12066.35,2012/08/13,1,1215.125,30,597,14.85714286,93,1295,464,0,0.848130316,8,0,9721,0,0,1759,1759,464,11480,464,0,1,0.999897141,0,22
16736,2009/10/11,2011/10/31,女,4,大连市,辽宁省,CN,44,2014/03/31,6,11278,0,0,0,10194,10306,12065.63,2014/02/09,0.75,1409.75,388,52,58.2,179,0,0,0,1.170738405,0,6,0,11278,0,0,0,0,11278,11278,1,0,0,0.99991134,0
50879,2012/02/28,2012/03/02,男,4,广州,广东,CN,39,2014/03/31,16,9258,0,0,7208,4705,18567,12063.41,2014/03/21,2,1157.25,31,11,45.93333333,308,0,0,0,0.649723165,10,6,5166,4092,0,0,0,0,9258,4092,0.375,0.625,0.557943622,0.441948375,0
5088,2011/01/27,2011/08/23,女,4,番禺,广东,CN,24,2014/03/31,17,7436,0,0,4724,5869,26913,12063.37,2013/09/22,2.125,929.5,111,192,26.75,116,0,0,0,0.448235797,8,9,3163,4273,0,0,0,0,7436,4273,0.529411765,0.470588235,0.425305903,0.574559634,0
13701,2010/06/25,2011/02/01,男,4,广州,广东,CN,28,2014/03/31,13,10185,0,0,0,10271,20856,12063.33,2014/02/23,1.625,1273.125,361,38,27.66666667,87,0,0,0,0.578410529,1,12,502,9683,0,0,0,0,10185,9683,0.923076923,0.076923077,0.04928333,0.950618496,0
53812,2008/09/29,2008/09/29,男,4,大连,辽宁,CN,64,2014/03/31,16,11340,0,0,16478,4145,24430,12062.66,2013/11/21,2,1417.5,6,132,39.53333333,177,0,0,1,0.493764224,9,7,7606,3734,0,0,0,0,11340,3734,0.4375,0.5625,0.670663963,0.329247862,1
22902,2010/10/07,2010/10/17,男,4,郑州市,河南省,CN,47,2014/03/31,13,9741,0,0,7962,392,17195,12062.53,2013/07/14,1.625,1217.625,21,262,37.33333333,122,0,0,0,0.701513812,12,1,9415,326,0,0,0,0,9741,326,0.076923077,0.923076923,0.966433997,0.033463355,0
28951,2012/07/01,2012/07/01,女,4,广州,广东,CN,31,2014/03/31,11,10294,0,0,8158,2788,15490,12061.53,2014/02/01,1.571428571,1470.571429,0,60,58,348,0,0,0,0.778665591,9,2,6478,3816,0,0,0,0,10294,3816,0.181818182,0.818181818,0.629237494,0.370665372,0
52277,2013/03/14,2013/03/14,男,4,Yokkaichi-shi,Mie-ken,JP,54,2014/03/31,16,9807,0,0,4500,14397,20450,12061.05,2013/09/27,3.2,1961.4,0,187,13.13333333,61,0,0,0,0.589782396,2,14,1132,8675,0,0,0,0,9807,8675,0.875,0.125,0.115415987,0.884482055,0
61092,2013/02/07,2013/04/29,女,4,广州,广东,CN,29,2014/03/31,10,11228,0,0,0,10414,21493,12060.68,2014/02/04,2,2245.6,81,57,31.22222222,93,0,586,0,0.561144559,0,10,0,11228,0,586,586,586,11814,11814,1,0,0,0.999910945,1
32467,2011/05/05,2011/05/22,男,4,深圳,广东,CN,47,2014/03/31,7,9119,0,0,7971,2026,17164,12060.05,2013/07/28,0.875,1139.875,126,248,59.5,143,3000,0,0,0.702636332,5,2,7823,1296,0,3000,3000,0,12119,1296,0.285714286,0.714285714,0.857785088,0.142105263,1
25031,2012/11/23,2013/01/06,女,4,上海,上海,CN,33,2014/03/31,12,11634,0,0,0,5852,14686,12059.97,2014/01/09,2,1939,44,83,33.45454545,140,0,0,0,0.821188206,5,7,4276,7358,0,0,0,0,11634,7358,0.583333333,0.416666667,0.367511818,0.632402235,0
1658,2012/03/08,2012/04/06,男,4,广州,广东,CN,46,2014/03/31,14,11097,0,0,5948,5428,18143,12059.27,2013/09/28,1.75,1387.125,5,186,41.53846154,241,1500,0,0,0.66467894,9,5,4610,6487,0,1500,1500,0,12597,6487,0.357142857,0.642857143,0.41539016,0.584519733,1
364,2012/04/17,2012/09/29,男,4,郑州,河南,CN,30,2014/03/31,15,10685,0,0,4866,5916,17040,12059.19,2014/01/16,1.875,1335.625,165,76,33.85714286,114,4248,2014,0,0.707698944,7,8,5301,5384,0,6262,6262,2014,16947,7398,0.533333333,0.466666667,0.496069624,0.503836796,27
6211,2012/01/24,2012/01/24,女,4,广州,广东,CN,29,2014/03/31,12,8089,0,0,2049,8561,20326,12055.83,2014/02/24,1.5,1011.125,92,37,54.72727273,248,0,1739,0,0.593123586,3,9,1901,6188,0,1739,1739,1739,9828,7927,0.75,0.25,0.234981459,0.764894932,8
41085,2011/01/22,2011/07/22,男,4,南昌,江西,CN,33,2014/03/31,13,12331,0,0,2465,8871,14815,12055.33,2014/03/23,1.625,1541.375,19,9,58.58333333,321,0,0,0,0.813724603,4,9,2220,10111,0,0,0,0,12331,10111,0.692307692,0.307692308,0.180019462,0.819899449,0
44536,2006/09/03,2006/09/03,女,4,上海,上海,CN,38,2014/03/31,21,9674,0,0,5700,3047,20848,12054.74,2013/08/24,2.625,1209.25,1,221,25.45,110,22005,300,5,0.578220453,14,7,6160,3514,0,22305,22305,300,31979,3814,0.333333333,0.666666667,0.636692506,0.363204134,10
50331,2013/01/13,2013/01/19,男,5,武汉,湖北,CN,35,2014/03/31,21,9665,0,0,4049,7328,15338,12054.45,2014/03/14,4.2,1933,6,18,21,140,0,0,0,0.785920589,9,12,3373,6292,0,0,0,0,9665,6292,0.571428571,0.428571429,0.3489551,0.650941444,0
3967,2009/09/01,2009/09/08,女,4,武汉,湖北,CN,32,2014/03/31,14,10363,0,0,5475,5319,14617,12053.95,2014/03/07,1.75,1295.375,47,25,50.69230769,141,0,0,0,0.824652802,7,7,4525,5838,0,0,0,0,10363,5838,0.5,0.5,0.436607487,0.563296025,0
8060,2009/08/31,2009/08/31,男,4,北京,.,CN,44,2014/03/31,12,8112,0,0,6199,4379,18981,12053.62,2014/03/06,1.5,1014,74,26,57.36363636,169,0,0,0,0.635036089,6,6,4836,3276,0,0,0,0,8112,3276,0.5,0.5,0.596080365,0.403796376,0
18971,2006/08/04,2006/08/04,男,4,上海,上海,CN,47,2014/03/31,12,7953,0,0,8696,2581,20146,12053.19,2013/07/19,1.5,994.125,86,257,35.27272727,106,0,217,0,0.598291969,8,4,7039,914,0,217,217,217,8170,1131,0.333333333,0.666666667,0.88496354,0.114910737,2
56654,2008/03/07,2008/03/07,男,4,上海,上海,CN,47,2014/03/31,12,9348,0,0,2992,1472,16494,12052.95,2013/08/15,1.5,1168.5,22,230,43.54545455,129,0,0,0,0.730747545,10,2,7151,2197,0,0,0,0,9348,2197,0.166666667,0.833333333,0.764894641,0.234998396,0
61925,2012/03/01,2012/05/28,男,4,大连,辽宁,CN,48,2014/03/31,12,9220,0,0,6736,3195,18677,12052.76,2013/12/25,1.5,1152.5,57,98,52.36363636,256,0,0,0,0.645326337,6,6,6572,2648,0,0,0,0,9220,2648,0.5,0.5,0.712720963,0.287170589,0
5530,2011/07/07,2011/07/07,男,5,广州,广东,CN,33,2014/03/31,15,11960,0,0,7080,5976,14654,12050.4,2014/01/05,1.875,1495,57,87,41.92857143,219,0,2106,0,0.822328375,6,9,7058,4902,0,2106,2106,2106,14066,7008,0.6,0.4,0.590084441,0.409831954,3
25557,2013/03/12,2013/03/12,女,4,北京,.,CN,69,2014/03/31,5,10841,0,0,3856,6363,14210,12050.08,2014/03/26,1,2168.2,0,6,95,311,0,0,0,0.848,2,3,3449,7392,0,0,0,0,10841,7392,0.6,0.4,0.318114739,0.681793027,0
37646,2012/01/18,2012/06/12,男,4,广州,广东,CN,30,2014/03/31,22,8646,0,0,4123,8065,21682,12049.48,2014/03/14,2.75,1080.75,72,18,30.52380952,103,500,0,0,0.555736556,9,13,2234,6412,0,500,500,0,9146,6412,0.590909091,0.409090909,0.258355499,0.741528854,1
34565,2009/08/23,2009/08/27,男,4,沈阳,辽宁,CN,70,2014/03/31,10,7252,0,0,2276,5171,19979,12049.36,2014/03/01,1.25,906.5,12,31,76.44444444,272,0,0,0,0.603101256,6,4,3410,3842,0,0,0,0,7252,3842,0.4,0.6,0.470150283,0.529711843,0
3474,2009/03/06,2009/03/09,男,4,沈阳,辽宁,CN,42,2014/03/31,10,8943,0,0,4912,1345,17820,12049.2,2013/04/19,1.25,1117.875,256,348,14.11111111,35,752,570,0,0.676161616,8,2,7690,1253,0,1322,1322,570,10265,1823,0.2,0.8,0.859794275,0.140093918,3
16039,2012/09/14,2012/09/17,女,4,PJ,PJ,MY,51,2014/03/31,12,10777,0,0,5055,9977,15103,12049.07,2013/11/22,1.714285714,1539.571429,3,131,39.18181818,120,0,0,0,0.797793154,3,9,3213,7564,0,0,0,0,10777,7564,0.75,0.25,0.298107256,0.701799963,0
42815,2012/09/19,2012/10/16,男,4,大连,辽宁,CN,47,2014/03/31,14,8859,0,0,6900,1609,14964,12047.59,2013/10/25,2,1265.571429,27,159,28.76923077,108,0,0,0,0.805104918,10,4,6993,1866,0,0,0,0,8859,1866,0.285714286,0.714285714,0.789277652,0.210609481,0
8741,2006/02/24,2008/11/16,女,4,哈尔滨,黑龙江,CN,40,2014/03/31,8,9586,0,0,5064,5257,18630,12046.54,2013/08/05,1,1198.25,216,240,39.28571429,102,0,0,0,0.646620505,4,4,4224,5362,0,0,0,0,9586,5362,0.5,0.5,0.440596641,0.559299051,0
27060,2007/08/21,2007/08/21,男,4,乌鲁木齐,新疆,CN,41,2014/03/31,18,11456,0,0,6418,5883,16229,12046.51,2013/07/27,2.25,1432,11,249,27.70588235,131,0,0,0,0.74228295,10,8,6172,5284,0,0,0,0,11456,5284,0.444444444,0.555555556,0.538709959,0.461202758,0
3128,2008/04/09,2008/04/09,女,4,深圳,广东,CN,48,2014/03/31,10,11073,0,0,8683,2404,14692,12045.73,2014/02/16,1.25,1384.125,26,45,73.33333333,262,0,0,0,0.81988361,8,2,8562,2511,0,0,0,0,11073,2511,0.2,0.8,0.773162362,0.226747336,0
49070,2011/06/06,2011/06/06,男,4,BKK,BKK,TH,42,2014/03/31,10,8361,0,0,2395,6300,20585,12045.34,2014/03/23,1.25,1045.125,26,9,77.33333333,305,0,0,0,0.585151324,3,7,2905,5456,0,0,0,0,8361,5456,0.7,0.3,0.347404927,0.652475484,0
46335,2008/04/08,2008/06/27,男,4,上海,上海,CN,33,2014/03/31,16,8316,0,0,6145,2641,21366,12044.63,2013/08/07,2,1039.5,11,238,32.13333333,138,0,0,1,0.563728821,10,6,5544,2772,0,0,0,0,8316,2772,0.375,0.625,0.66658651,0.333293255,1
19839,2012/05/09,2012/07/11,女,4,深圳,广东,CN,29,2014/03/31,18,11201,0,0,1478,12045,15804,12044.24,2014/01/17,2.25,1400.125,63,75,32.64705882,182,0,0,1,0.762100734,2,16,1033,10168,0,0,0,0,11201,10168,0.888888889,0.111111111,0.092215676,0.907695054,1
33370,2012/03/29,2012/03/29,男,4,成都,四川,CN,34,2014/03/31,15,10224,0,0,6684,3198,16881,12043.95,2013/09/13,1.875,1278,59,201,33.64285714,126,0,0,0,0.71346188,10,5,7065,3159,0,0,0,0,10224,3159,0.333333333,0.666666667,0.690953545,0.308948655,0
24850,2012/08/11,2012/08/11,男,4,上海,.,CN,44,2014/03/31,9,12509,0,0,2380,9607,24834,12041.55,2014/03/07,1.285714286,1787,0,25,71.75,347,0,0,0,0.484881614,1,8,3649,8860,0,0,0,0,12509,8860,0.888888889,0.111111111,0.291686651,0.708233413,0
16623,2012/06/18,2012/09/30,男,4,东莞,广东,CN,50,2014/03/31,9,10808,0,0,6360,5215,14886,12041.12,2014/02/01,1.125,1351,104,60,61.125,205,0,0,0,0.808888889,4,5,6176,4632,0,0,0,0,10808,4632,0.555555556,0.444444444,0.571375705,0.428531779,0
7682,2010/06/14,2010/06/14,男,4,长春,吉林,CN,58,2014/03/31,14,9803,0,0,3702,5252,17965,12041.05,2013/12/01,1.75,1225.375,87,122,40.15384615,174,0,0,1,0.670250487,10,4,5972,3831,0,0,0,0,9803,3831,0.285714286,0.714285714,0.609139127,0.390758874,1
59720,2011/08/16,2011/08/19,男,4,上海,上海,CN,34,2014/03/31,13,12058,0,0,0,6068,15559,12040.07,2014/03/18,1.625,1507.25,110,14,50.58333333,280,0,800,1,0.773833151,1,12,1455,10603,0,800,800,800,12858,11403,0.923076923,0.076923077,0.120656771,0.879260304,2
61463,2012/05/07,2012/05/07,男,4,沈阳,辽宁,CN,46,2014/03/31,16,9700,0,0,0,10192,15967,12040,2014/03/16,2,1212.5,0,16,45.26666667,338,0,0,0,0.754055239,1,15,1193,8507,0,0,0,0,9700,8507,0.9375,0.0625,0.122977013,0.876919905,0
45703,2006/04/30,2006/04/30,男,4,深圳,广东,CN,44,2014/03/31,10,10275,0,0,2656,7583,16322,12039.97,2014/02/13,1.25,1284.375,107,48,64,147,0,0,1,0.737652861,4,6,2778,7497,0,0,0,0,10275,7497,0.6,0.4,0.270338653,0.729564033,1
62741,2008/05/19,2008/05/19,男,4,长春,吉林,CN,67,2014/03/31,13,11335,0,0,2666,9244,14010,12039.95,2014/01/23,1.625,1416.875,30,69,52.66666667,134,0,0,0,0.859382584,3,10,2273,9062,0,0,0,0,11335,9062,0.769230769,0.230769231,0.200511644,0.799400141,0
35770,2008/10/18,2008/10/18,女,4,长春,吉 林,CN,45,2014/03/31,15,10224,0,0,5472,6845,14072,12039.69,2014/03/14,1.875,1278,4,18,50.64285714,234,0,0,4,0.855577743,6,9,4388,5836,0,0,0,0,10224,5836,0.6,0.4,0.429144254,0.570757946,4
37443,2010/06/07,2010/06/11,女,4,上海,上海,CN,39,2014/03/31,14,12354,0,0,2670,5897,13185,12038.88,2013/10/25,1.75,1544.25,183,159,29.92307692,134,0,0,1,0.913073948,3,11,2622,9732,0,0,0,0,12354,9732,0.785714286,0.214285714,0.212221773,0.787697289,1
11606,2007/08/09,2007/08/09,男,4,广州,广东,CN,51,2014/03/31,6,8467,0,0,7200,0,12957,12037.8,2013/02/03,0.75,1058.375,97,423,42.2,202,0,0,0,0.929057652,6,0,8467,0,0,0,0,0,8467,0,0,1,0.999881908,0,0
6131,2012/02/25,2012/02/25,男,4,库尔勒,新疆,CN,49,2014/03/31,12,10324,0,0,5137,3013,18532,12036.7,2013/05/25,1.5,1290.5,45,312,34,99,0,0,0,0.649508957,10,2,7860,2464,0,0,0,0,10324,2464,0.166666667,0.833333333,0.76125908,0.238644068,0
14727,2012/04/19,2012/04/19,男,4,贵阳,贵州,CN,47,2014/03/31,15,11469,0,0,6717,4071,21769,12036.7,2014/01/16,1.875,1433.625,0,76,45.5,143,0,0,0,0.552928476,10,5,6919,4550,0,0,0,0,11469,4550,0.333333333,0.666666667,0.603225806,0.39668701,0
39940,2009/01/15,2009/01/15,男,4,贺兰,宁夏,US,58,2014/03/31,12,9489,0,0,7955,2396,15911,12035.8,2014/03/11,1.5,1186.125,3,21,64.27272727,130,0,0,0,0.756445227,8,4,7974,1515,0,0,0,0,9489,1515,0.333333333,0.666666667,0.840252898,0.159641728,0
29165,2005/04/22,2005/07/18,男,4,,北京,CN,59,2014/03/31,17,12584,0,0,4307,8055,14254,12035.68,2013/11/29,2.125,1573,22,124,36.5625,262,0,0,0,0.844372106,6,11,4725,7859,0,0,0,0,12584,7859,0.647058824,0.352941176,0.375446961,0.62447358,0
34959,2013/02/11,2013/02/11,男,4,贵阳,贵州,CN,42,2014/03/31,12,10324,0,0,688,8611,17726,12035.57,2013/12/18,2.4,2064.8,0,105,28.18181818,68,0,308,0,0.678978337,1,11,803,9521,0,308,308,308,10632,9829,0.916666667,0.083333333,0.077772397,0.922130751,1
38237,2005/07/22,2005/11/17,男,4,,,HK,54,2014/03/31,11,11279,0,0,4837,4876,18279,12034.83,2014/01/23,1.375,1409.875,62,69,60,188,0,0,2,0.658396521,6,5,6349,4930,0,0,0,0,11279,4930,0.454545455,0.545454545,0.56285461,0.437056738,2
53303,2009/09/16,2009/09/23,男,4,乌鲁木齐,新疆,CN,54,2014/03/31,9,9083,0,0,6243,1641,19081,12034.79,2013/12/13,1.125,1135.375,23,110,74.75,367,0,0,1,0.630721136,4,5,5443,3640,0,0,0,0,9083,3640,0.555555556,0.444444444,0.599185381,0.400704535,1
11112,2005/04/06,2005/06/17,男,4,,上海,CN,48,2014/03/31,14,11007,0,0,3516,4113,17419,12034.13,2013/12/23,1.75,1375.875,138,100,37.92307692,138,0,0,2,0.690862277,6,8,4548,6459,0,0,0,0,11007,6459,0.571428571,0.428571429,0.41315407,0.586755087,2
25798,2010/09/08,2011/02/18,男,4,东营,山东,CN,38,2014/03/31,8,8964,0,0,8110,1006,16817,12033.06,2014/2/29  0:00:00,1,1120.5,4,32,99.28571429,351,0,0,0,0.715529524,6,2,8706,258,0,0,0,0,8964,258,0.25,0.75,0.971109872,0.028778583,0
32871,2012/12/02,2013/01/12,女,4,深圳市,广东,CN,30,2014/03/31,13,10438,0,0,2095,9360,17481,12032.8,2014/03/18,2.166666667,1739.666667,41,14,35.91666667,67,0,6959,0,0.688335908,3,10,1428,9010,0,6959,6959,6959,17397,15969,0.769230769,0.230769231,0.136794712,0.863109493,13
35062,2012/11/08,2012/11/08,男,4,广州市,广东省,CN,57,2014/03/31,13,8926,0,0,4170,7528,17839,12032.45,2013/06/30,2.166666667,1487.666667,0,276,19.5,86,105,123,0,0.674502495,5,8,3283,5643,0,228,228,123,9154,5766,0.615384615,0.384615385,0.367760726,0.632127254,4
22378,2009/11/15,2010/01/04,男,4,上海,上海,CN,34,2014/03/31,12,11319,0,0,7194,4224,17618,12032.3,2014/02/18,1.5,1414.875,15,43,61.18181818,204,0,0,0,0.682954932,7,5,7486,3833,0,0,0,0,11319,3833,0.416666667,0.583333333,0.66130742,0.33860424,1
20684,2008/04/17,2010/08/24,男,4,上海,上海,CN,42,2014/03/31,13,11268,0,0,5943,6194,15100,12031.97,2014/03/31,1.625,1408.5,7,1,60.25,193,0,0,0,0.796819205,5,8,5921,5347,0,0,0,0,11268,5347,0.615384615,0.384615385,0.525423729,0.474487532,0
53038,2011/09/22,2012/05/24,男,4,长沙,湖南,CN,36,2014/03/31,13,10811,0,0,4306,6340,15846,12031.26,2014/02/26,1.625,1351.375,53,35,53.58333333,181,0,0,0,0.759261643,6,7,4099,6712,0,0,0,0,10811,6712,0.538461538,0.461538462,0.379115797,0.620791713,0
21913,2009/07/06,2009/07/06,男,4,西安,陕西,CN,45,2014/03/31,13,9524,0,0,4513,4378,16443,12030.96,2014/02/23,1.625,1190.5,45,38,54,282,0,0,0,0.731676701,7,6,5218,4306,0,0,0,0,9524,4306,0.461538462,0.538461538,0.547821522,0.452073491,0
58059,2009/01/20,2009/10/22,男,4,青岛,山东,CN,49,2014/03/31,21,10907,0,0,9083,4308,17915,12030.88,2013/11/29,2.625,1363.375,54,124,27.65,74,0,0,0,0.671553447,14,7,7364,3543,0,0,0,0,10907,3543,0.333333333,0.666666667,0.675100843,0.324807481,0
12693,2008/11/12,2008/11/12,男,4,广州,,CN,41,2014/03/31,12,10990,0,0,10362,1498,15467,12030.26,2013/10/17,1.5,1373.75,104,167,41.81818182,197,0,600,1,0.777801772,10,2,9792,1198,0,600,600,600,11590,1798,0.166666667,0.833333333,0.890910745,0.108998271,3
25412,2013/03/03,2013/03/22,男,4,沈阳,辽宁,CN,61,2014/03/31,13,11428,0,0,2800,4271,12673,12030.01,2014/01/30,2.6,2285.6,19,62,26.16666667,151,0,0,0,0.949263,4,9,2440,8988,0,0,0,0,11428,8988,0.692307692,0.307692308,0.213491994,0.786420509,0
34090,2013/03/03,2013/05/01,男,4,北京,北京,CN,40,2014/03/31,15,10910,0,0,0,11593,17161,12029.85,2014/02/26,3,2182,59,35,21.5,88,0,0,0,0.700999359,0,15,0,10910,0,0,0,0,10910,10910,1,0,0,0.999908349,0
16452,2013/02/03,2013/03/04,男,5,乌鲁木齐,新疆,CN,46,2014/03/31,24,9626,0,0,0,4520,17543,12028.77,2014/03/21,4.8,1925.2,29,11,16.65217391,63,0,600,0,0.685673488,6,18,1943,7683,0,600,600,600,10226,8283,0.75,0.25,0.201828192,0.798067934,2
17647,2005/10/25,2005/10/25,男,4,北京,北京,CN,48,2014/03/31,13,10351,0,0,7671,3657,17213,12028.57,2014/03/19,1.625,1293.875,76,13,53.5,124,1500,376,0,0.698807297,8,5,7728,2623,0,1876,1876,376,12227,2999,0.384615385,0.615384615,0.746522411,0.253380989,2
3714,2009/10/22,2009/10/22,男,5,TOSHIMA-KU,TOKYO,JP,38,2014/03/31,6,12934,0,0,12477,0,17458,12028.4,2013/05/09,0.75,1616.75,40,328,72.6,296,0,0,1,0.688990721,5,1,12934,0,0,0,0,0,12934,0,0.166666667,0.833333333,0.99992269,0,1
20817,2007/09/13,2011/10/17,男,4,北京,北京,CN,34,2014/03/31,11,12092,0,0,0,10895,15320,12027.68,2014/03/12,1.375,1511.5,415,20,29.6,92,0,0,0,0.785096606,0,11,0,12092,0,0,0,0,12092,12092,1,0,0,0.999917308,0
51483,2012/06/30,2012/06/30,男,4,大连,辽宁,CN,40,2014/03/31,24,9678,0,0,5964,6569,15750,12026.72,2014/01/25,3,1209.75,0,67,24.95652174,150,0,0,0,0.76360127,12,12,5012,4666,0,0,0,0,9678,4666,0.5,0.5,0.517822089,0.482074594,0
31604,2011/01/23,2011/01/23,男,4,北京,北京,CN,43,2014/03/31,10,11150,0,0,9855,1151,13650,12026.37,2014/01/07,1.25,1393.75,104,85,60.22222222,178,0,0,0,0.881052747,8,2,10004,1146,0,0,0,0,11150,1146,0.2,0.8,0.89713927,0.102771052,0
34667,2010/07/03,2011/08/06,女,4,北京,北京,CN,29,2014/03/31,11,12099,0,0,5722,5539,15022,12026.01,2014/03/21,1.375,1512.375,55,11,66.5,225,0,0,0,0.800559846,5,6,6101,5998,0,0,0,0,12099,5998,0.545454545,0.454545455,0.504214876,0.495702479,0
56784,2007/09/05,2007/11/26,女,4,上海,上海,CN,39,2014/03/31,10,10824,0,0,4736,2156,14214,12025.2,2014/02/28,1.25,1353,52,33,71.77777778,323,0,8898,0,0.846010975,4,6,4792,6032,0,8898,8898,8898,19722,14930,0.6,0.4,0.442678984,0.557228637,1
18841,2006/05/27,2006/08/29,男,4,佛山市,广东,CN,43,2014/03/31,11,7977,0,0,8915,1720,19681,12025.01,2014/03/14,1.375,997.125,27,18,68.6,287,0,0,1,0.610995884,7,4,7335,642,0,0,0,0,7977,642,0.363636364,0.636363636,0.919403359,0.080471296,1
25694,2005/12/07,2005/12/07,男,4,广州,广东,CN,48,2014/03/31,2,11632,0,0,4250,878,14904,12024.16,2014/03/28,0.25,1454,76,4,651,651,0,0,0,0.80677402,1,1,11632,0,0,0,0,0,11632,0,0.5,0.5,0.999914038,0,0
33773,2013/01/09,2013/01/09,男,4,哈尔滨,黑龙江,CN,48,2014/03/31,10,10496,0,0,0,8728,15731,12022.92,2014/2/29  0:00:00,2,2099.2,0,32,46.22222222,97,0,1971,0,0.764281991,1,9,672,9824,0,1971,1971,1971,12467,11795,0.9,0.1,0.064018291,0.935886444,1
10666,2012/04/12,2012/04/26,女,4,北京,北京,CN,30,2014/03/31,10,8595,0,0,1792,6469,18677,12022.8,2014/02/26,1.25,1074.375,14,35,74.55555556,237,1500,4000,0,0.643722225,6,4,3584,5011,0,5500,5500,4000,14095,9011,0.4,0.6,0.416938111,0.582945556,2
43262,2012/11/13,2012/11/27,男,4,,天津市,CN,37,2014/03/31,10,8523,0,0,3570,6912,19032,12022.8,2014/02/24,1.666666667,1420.5,14,37,50.44444444,209,0,0,0,0.631715006,3,7,3434,5089,0,0,0,0,8523,5089,0.7,0.3,0.402862506,0.597020178,0
47760,2007/08/15,2007/08/15,男,4,哈尔滨,黑龙江,CN,50,2014/03/31,10,10854,0,0,1840,9042,15726,12022.44,2014/03/10,1.25,1356.75,159,22,61.11111111,534,0,0,0,0.764494468,1,9,2488,8366,0,0,0,0,10854,8366,0.9,0.1,0.229203132,0.770704744,0
10175,2007/06/01,2007/10/19,男,4,北京,北京,CN,40,2014/03/31,3,6784,0,0,6625,0,17276,12022.35,2012/07/28,0.375,848,28,613,45,81,0,0,0,0.695898935,3,0,6784,0,0,0,0,0,6784,0,0,1,0.999852616,0,0
23158,2011/03/08,2013/03/14,男,4,上海,上海,CN,44,2014/03/31,9,11411,0,0,2942,3768,11474,12022.06,2013/11/16,1.125,1426.375,347,137,30.875,99,0,0,0,1.047765383,3,6,2200,9211,0,0,0,0,11411,9211,0.666666667,0.333333333,0.19277953,0.807132843,0
