,PM_US Post
25278,14.0
25279,22.0
25280,27.0
25281,20.0
25282,22.0
25283,24.0
25284,23.0
25285,22.0
25286,31.0
25287,36.0
25288,36.0
25289,51.0
25290,67.0
25291,67.0
25292,67.0
25293,67.0
25294,67.0
25295,67.0
25296,67.0
25297,67.0
25298,67.0
25299,67.0
25300,67.0
25301,67.0
25302,67.0
25303,67.0
25304,67.0
25305,67.0
25306,67.0
25307,67.0
25308,67.0
25309,67.0
25310,67.0
25311,57.0
25312,87.0
25313,110.0
25314,132.0
25315,159.0
25316,134.0
25317,141.0
25318,153.0
25319,149.0
25320,163.0
25321,164.0
25322,248.0
25323,334.0
25324,370.0
25325,331.0
25326,293.0
25327,305.0
25328,285.0
25329,280.0
25330,235.0
25331,164.0
25332,183.0
25333,196.0
25334,218.0
25335,237.0
25336,249.0
25337,269.0
25338,277.0
25339,286.0
25340,308.0
25341,338.0
25342,350.0
25343,404.0
25344,410.0
25345,418.0
25346,431.0
25347,359.0
25348,318.0
25349,335.0
25350,236.0
25351,226.0
25352,226.0
25353,190.0
25354,84.0
25355,33.0
25356,38.0
25357,28.0
25358,23.0
25359,19.0
25360,13.0
25361,16.0
25362,13.0
25363,11.0
25364,6.0
25365,6.0
25366,11.0
25367,15.0
25368,16.0
25369,15.0
25370,15.0
25371,12.0
25372,14.0
25373,10.0
25374,21.0
25375,25.0
25376,27.0
25377,23.0
25378,27.0
25379,30.0
25380,29.0
25381,39.0
25382,43.0
25383,44.0
25384,49.0
25385,78.0
25386,85.0
25387,94.0
25388,105.0
25389,100.0
25390,95.0
25391,106.0
25392,116.0
25393,123.0
25394,131.0
25395,155.0
25396,162.0
25397,177.0
25398,148.0
25399,121.0
25400,109.0
25401,90.0
25402,84.0
25403,72.0
25404,83.0
25405,121.0
25406,141.0
25407,118.0
25408,158.0
25409,202.0
25410,204.0
25411,221.0
25412,209.0
25413,246.0
25414,315.0
25415,326.0
25416,358.0
25417,445.0
25418,413.0
25419,345.0
25420,329.0
25421,290.0
25422,248.0
25423,284.0
25424,247.0
25425,246.0
25426,109.0
25427,33.0
25428,20.0
25429,14.0
25430,11.0
25431,8.0
25432,9.0
25433,17.0
25434,20.0
25435,17.0
25436,13.0
25437,22.0
25438,32.0
25439,23.0
25440,11.0
25441,19.0
25442,19.0
25443,16.0
25444,13.0
25445,15.0
25446,15.0
25447,14.0
25448,17.0
25449,16.0
25450,11.0
25451,20.0
25452,17.0
25453,16.0
25454,23.0
25455,23.0
25456,23.0
25457,39.0
25458,34.0
25459,44.0
25460,54.0
25461,69.0
25462,90.0
25463,98.0
25464,120.0
25465,129.0
25466,130.0
25467,142.0
25468,171.0
25469,182.0
25470,184.0
25471,179.0
25472,169.0
25473,181.0
25474,204.0
25475,234.0
25476,230.0
25477,253.0
25478,244.0
25479,241.0
25480,245.0
25481,247.0
25482,276.0
25483,285.0
25484,161.0
25485,68.0
25486,73.0
25487,63.0
25488,63.0
25489,53.0
25490,37.0
25491,14.0
25492,11.0
25493,9.0
25494,9.0
25495,10.0
25496,13.0
25497,23.0
25498,16.0
25499,10.0
25500,11.0
25501,11.0
25502,13.0
25503,12.0
25504,19.0
25505,13.0
25506,18.0
25507,23.0
25508,24.0
25509,36.0
25510,43.0
25511,44.0
25512,45.0
25513,65.0
25514,145.0
25515,131.0
25516,99.0
25517,37.0
25518,97.0
25519,76.0
25520,72.0
25521,58.0
25522,40.0
25523,38.0
25524,40.0
25525,42.0
25526,41.0
25527,46.0
25528,49.0
25529,59.0
25530,80.0
25531,71.0
25532,81.0
25533,79.0
25534,122.0
25535,167.0
25536,152.0
25537,78.0
25538,42.0
25539,31.0
25540,24.0
25541,17.0
25542,13.0
25543,23.0
25544,11.0
25545,21.0
25546,18.0
25547,14.0
25548,16.0
25549,12.0
25550,9.0
25551,16.0
25552,14.0
25553,32.0
25554,19.0
25555,20.0
25556,25.0
25557,45.0
25558,51.0
25559,41.0
25560,46.0
25561,37.0
25562,48.0
25563,43.0
25564,77.0
25565,53.0
25566,57.0
25567,78.0
25568,84.0
25569,101.0
25570,117.0
25571,118.0
25572,107.0
25573,90.0
25574,78.0
25575,76.0
25576,79.0
25577,93.0
25578,97.0
25579,97.0
25580,105.0
25581,112.0
25582,119.0
25583,128.0
25584,129.0
25585,132.0
25586,151.0
25587,163.0
25588,166.0
25589,155.0
25590,185.0
25591,192.0
25592,232.0
25593,253.0
25594,292.0
25595,294.0
25596,266.0
25597,289.0
25598,305.0
25599,332.0
25600,316.0
25601,263.0
25602,277.0
25603,282.0
25604,259.0
25605,268.0
25606,313.0
25607,322.0
25608,318.0
25609,327.0
25610,315.0
25611,36.0
25612,9.0
25613,12.0
25614,12.0
25615,12.0
25616,9.0
25617,14.0
25618,15.0
25619,20.0
25620,18.0
25621,16.0
25622,14.0
25623,15.0
25624,11.0
25625,14.0
25626,20.0
25627,23.0
25628,27.0
25629,38.0
25630,40.0
25631,36.0
25632,54.0
25633,61.0
25634,59.0
25635,71.0
25636,102.0
25637,100.0
25638,99.0
25639,82.0
25640,95.0
25641,71.0
25642,91.0
25643,95.0
25644,109.0
25645,113.0
25646,125.0
25647,138.0
25648,128.0
25649,138.0
25650,149.0
25651,123.0
25652,78.0
25653,50.0
25654,39.0
25655,34.0
25656,35.0
25657,22.0
25658,13.0
25659,9.0
25660,9.0
25661,8.0
25662,7.0
25663,9.0
25664,9.0
25665,9.0
25666,11.0
25667,9.0
25668,15.0
25669,12.0
25670,10.0
25671,7.0
25672,9.0
25673,10.0
25674,9.0
25675,14.0
25676,17.0
25677,25.0
25678,29.0
25679,26.0
25680,44.0
25681,43.0
25682,28.0
25683,47.0
25684,49.0
25685,48.0
25686,39.0
25687,41.0
25688,42.0
25689,99.0
25690,83.0
25691,44.0
25692,44.0
25693,37.0
25694,39.0
25695,54.0
25696,78.0
25697,95.0
25698,106.0
25699,155.0
25700,144.0
25701,137.0
25702,158.0
25703,149.0
25704,149.0
25705,114.0
25706,84.0
25707,61.0
25708,51.0
25709,40.0
25710,31.0
25711,36.0
25712,35.0
25713,44.0
25714,44.0
25715,46.0
25716,50.0
25717,95.0
25718,85.0
25719,97.0
25720,102.0
25721,61.0
25722,16.0
25723,18.0
25724,9.0
25725,9.0
25726,10.0
25727,16.0
25728,13.0
25729,9.0
25730,9.0
25731,8.0
25732,7.0
25733,10.0
25734,11.0
25735,14.0
25736,16.0
25737,16.0
25738,14.0
25739,16.0
25740,14.0
25741,17.0
25742,14.0
25743,14.0
25744,13.0
25745,13.0
25746,14.0
25747,15.0
25748,14.0
25749,13.0
25750,16.0
25751,15.0
25752,17.0
25753,13.0
25754,14.0
25755,10.0
25756,13.0
25757,13.0
25758,16.0
25759,15.0
25760,15.0
25761,19.0
25762,17.0
25763,18.0
25764,21.0
25765,20.0
25766,14.0
25767,16.0
25768,21.0
25769,27.0
25770,28.0
25771,43.0
25772,51.0
25773,48.0
25774,35.0
25775,37.0
25776,30.0
25777,22.0
25778,29.0
25779,21.0
25780,27.0
25781,25.0
25782,38.0
25783,59.0
25784,102.0
25785,78.0
25786,68.0
25787,62.0
25788,75.0
25789,82.0
25790,96.0
25791,92.0
25792,80.0
25793,97.0
25794,104.0
25795,122.0
25796,117.0
25797,120.0
25798,129.0
25799,179.0
25800,165.0
25801,200.0
25802,211.0
25803,146.0
25804,107.0
25805,116.0
25806,125.0
25807,148.0
25808,95.0
25809,101.0
25810,73.0
25811,107.0
25812,114.0
25813,115.0
25814,111.0
25815,122.0
25816,167.0
25817,179.0
25818,146.0
25819,146.0
25820,139.0
25821,126.0
25822,151.0
25823,154.0
25824,142.0
25825,140.0
25826,180.0
25827,205.0
25828,200.0
25829,184.0
25830,172.0
25831,149.0
25832,154.0
25833,121.0
25834,187.0
25835,139.0
25836,111.0
25837,110.0
25838,121.0
25839,284.0
25840,277.0
25841,289.0
25842,281.0
25843,277.0
25844,287.0
25845,290.0
25846,259.0
25847,268.0
25848,274.0
25849,281.0
25850,255.0
25851,243.0
25852,247.0
25853,258.0
25854,259.0
25855,235.0
25856,214.0
25857,203.0
25858,187.0
25859,185.0
25860,186.0
25861,196.0
25862,204.0
25863,208.0
25864,203.0
25865,197.0
25866,202.0
25867,206.0
25868,212.0
25869,205.0
25870,217.0
25871,205.0
25872,203.0
25873,199.0
25874,201.0
25875,184.0
25876,175.0
25877,191.0
25878,196.0
25879,200.0
25880,219.0
25881,241.0
25882,240.0
25883,231.0
25884,213.0
25885,210.0
25886,197.0
25887,204.0
25888,195.0
25889,199.0
25890,207.0
25891,211.0
25892,225.0
25893,232.0
25894,221.0
25895,192.0
25896,256.0
25897,222.0
25898,215.0
25899,209.0
25900,227.0
25901,222.0
25902,197.0
25903,186.0
25904,172.0
25905,226.0
25906,324.0
25907,276.0
25908,305.0
25909,322.0
25910,284.0
25911,271.0
25912,260.0
25913,290.0
25914,323.0
25915,348.0
25916,343.0
25917,309.0
25918,299.0
25919,335.0
25920,284.0
25921,262.0
25922,251.0
25923,243.0
25924,218.0
25925,124.0
25926,96.0
25927,91.0
25928,76.0
25929,71.0
25930,76.0
25931,69.0
25932,70.0
25933,72.0
25934,78.0
25935,85.0
25936,94.0
25937,101.0
25938,112.0
25939,115.0
25940,138.0
25941,155.0
25942,141.0
25943,147.0
25944,138.0
25945,86.0
25946,28.0
25947,19.0
25948,20.0
25949,21.0
25950,20.0
25951,17.0
25952,16.0
25953,14.0
25954,13.0
25955,18.0
25956,19.0
25957,16.0
25958,19.0
25959,22.0
25960,20.0
25961,22.0
25962,22.0
25963,17.0
25964,20.0
25965,24.0
25966,23.0
25967,17.0
25968,18.0
25969,22.0
25970,16.0
25971,18.0
25972,17.0
25973,13.0
25974,21.0
25975,17.0
25976,37.0
25977,24.0
25978,31.0
25979,25.0
25980,29.0
25981,24.0
25982,25.0
25983,35.0
25984,53.0
25985,69.0
25986,62.0
25987,78.0
25988,81.0
25989,90.0
25990,85.0
25991,93.0
25992,114.0
25993,124.0
25994,138.0
25995,166.0
25996,176.0
25997,174.0
25998,199.0
25999,172.0
26000,158.0
26001,142.0
26002,152.0
26003,168.0
26004,186.0
26005,203.0
26006,209.0
26007,215.0
26008,236.0
26009,245.0
26010,258.0
26011,290.0
26012,256.0
26013,290.0
26014,241.0
26015,244.0
26016,244.0
26017,240.0
26018,217.0
26019,244.0
26020,267.0
26021,235.0
26022,235.0
26023,244.0
26024,187.0
26025,169.0
26026,175.0
26027,208.0
26028,244.0
26029,251.0
26030,246.0
26031,273.0
26032,308.0
26033,276.0
26034,229.0
26035,218.0
26036,229.0
26037,259.0
26038,314.0
26039,315.0
26040,380.0
26041,355.0
26042,323.0
26043,303.0
26044,289.0
26045,299.0
26046,280.0
26047,280.0
26048,80.0
26049,35.0
26050,29.0
26051,27.0
26052,18.0
26053,29.0
26054,22.0
26055,19.0
26056,20.0
26057,23.0
26058,24.0
26059,19.0
26060,19.0
26061,15.0
26062,21.0
26063,16.0
26064,17.0
26065,21.0
26066,13.0
26067,22.0
26068,21.0
26069,19.0
26070,25.0
26071,31.0
26072,23.0
26073,22.0
26074,25.0
26075,36.0
26076,38.0
26077,32.0
26078,32.0
26079,34.0
26080,33.0
26081,30.0
26082,23.0
26083,24.0
26084,21.0
26085,15.0
26086,12.0
26087,12.0
26088,10.0
26089,15.0
26090,13.0
26091,9.0
26092,12.0
26093,12.0
26094,12.0
26095,12.0
26096,12.0
26097,12.0
26098,12.0
26099,12.0
26100,12.0
26101,12.0
26102,12.0
26103,12.0
26104,12.0
26105,12.0
26106,12.0
26107,12.0
26108,12.0
26109,12.0
26110,12.0
26111,12.0
26112,12.0
26113,12.0
26114,12.0
26115,12.0
26116,12.0
26117,12.0
26118,12.0
26119,12.0
26120,12.0
26121,12.0
26122,12.0
26123,12.0
26124,12.0
26125,12.0
26126,12.0
26127,12.0
26128,12.0
26129,12.0
26130,12.0
26131,12.0
26132,12.0
26133,12.0
26134,12.0
26135,12.0
26136,12.0
26137,12.0
26138,12.0
26139,12.0
26140,12.0
26141,12.0
26142,12.0
26143,12.0
26144,12.0
26145,12.0
26146,12.0
26147,12.0
26148,12.0
26149,12.0
26150,12.0
26151,12.0
26152,12.0
26153,12.0
26154,12.0
26155,12.0
26156,12.0
26157,12.0
26158,12.0
26159,12.0
26160,12.0
26161,12.0
26162,12.0
26163,12.0
26164,12.0
26165,12.0
26166,12.0
26167,12.0
26168,12.0
26169,12.0
26170,12.0
26171,12.0
26172,12.0
26173,12.0
26174,12.0
26175,12.0
26176,12.0
26177,12.0
26178,12.0
26179,12.0
26180,12.0
26181,12.0
26182,12.0
26183,12.0
26184,12.0
26185,12.0
26186,12.0
26187,12.0
26188,12.0
26189,12.0
26190,12.0
26191,12.0
26192,12.0
26193,12.0
26194,12.0
26195,12.0
26196,12.0
26197,12.0
26198,12.0
26199,12.0
26200,12.0
26201,12.0
26202,12.0
26203,12.0
26204,12.0
26205,12.0
26206,12.0
26207,12.0
26208,12.0
26209,12.0
26210,12.0
26211,12.0
26212,12.0
26213,12.0
26214,12.0
26215,12.0
26216,12.0
26217,12.0
26218,12.0
26219,12.0
26220,205.0
26221,215.0
26222,219.0
26223,217.0
26224,270.0
26225,269.0
26226,254.0
26227,241.0
26228,191.0
26229,249.0
26230,288.0
26231,284.0
26232,248.0
26233,164.0
26234,71.0
26235,16.0
26236,15.0
26237,14.0
26238,16.0
26239,16.0
26240,16.0
26241,17.0
26242,17.0
26243,16.0
26244,15.0
26245,13.0
26246,12.0
26247,11.0
26248,8.0
26249,20.0
26250,14.0
26251,18.0
26252,15.0
26253,13.0
26254,12.0
26255,9.0
26256,11.0
26257,11.0
26258,16.0
26259,11.0
26260,11.0
26261,14.0
26262,14.0
26263,18.0
26264,18.0
26265,16.0
26266,17.0
26267,16.0
26268,16.0
26269,17.0
26270,16.0
26271,16.0
26272,13.0
26273,11.0
26274,19.0
26275,19.0
26276,23.0
26277,26.0
26278,82.0
26279,97.0
26280,95.0
26281,131.0
26282,147.0
26283,153.0
26284,109.0
26285,71.0
26286,65.0
26287,56.0
26288,52.0
26289,53.0
26290,51.0
26291,73.0
26292,90.0
26293,87.0
26294,87.0
26295,54.0
26296,78.0
26297,103.0
26298,104.0
26299,131.0
26300,113.0
26301,45.0
26302,39.0
26303,35.0
26304,31.0
26305,32.0
26306,21.0
26307,16.0
26308,15.0
26309,9.0
26310,9.0
26311,7.0
26312,14.0
26313,11.0
26314,9.0
26315,10.0
26316,16.0
26317,17.0
26318,15.0
26319,13.0
26320,16.0
26321,15.0
26322,20.0
26323,17.0
26324,16.0
26325,19.0
26326,13.0
26327,19.0
26328,15.0
26329,19.0
26330,16.0
26331,17.0
26332,17.0
26333,17.0
26334,15.0
26335,13.0
26336,15.0
26337,15.0
26338,16.0
26339,13.0
26340,19.0
26341,20.0
26342,19.0
26343,19.0
26344,25.0
26345,22.0
26346,25.0
26347,20.0
26348,19.0
26349,21.0
26350,27.0
26351,23.0
26352,21.0
26353,20.0
26354,18.0
26355,20.0
26356,20.0
26357,13.0
26358,13.0
26359,17.0
26360,22.0
26361,29.0
26362,26.0
26363,26.0
26364,18.0
26365,20.0
26366,26.0
26367,24.0
26368,18.0
26369,25.0
26370,34.0
26371,37.0
26372,36.0
26373,42.0
26374,40.0
26375,37.0
26376,33.0
26377,35.0
26378,58.0
26379,56.0
26380,62.0
26381,37.0
26382,37.0
26383,41.0
26384,41.0
26385,39.0
26386,48.0
26387,59.0
26388,63.0
26389,74.0
26390,69.0
26391,79.0
26392,89.0
26393,94.0
26394,113.0
26395,132.0
26396,186.0
26397,205.0
26398,204.0
26399,198.0
26400,176.0
26401,111.0
26402,140.0
26403,78.0
26404,30.0
26405,31.0
26406,34.0
26407,29.0
26408,40.0
26409,43.0
26410,43.0
26411,39.0
26412,38.0
26413,37.0
26414,37.0
26415,36.0
26416,41.0
26417,49.0
26418,69.0
26419,86.0
26420,73.0
26421,64.0
26422,72.0
26423,72.0
26424,49.0
26425,48.0
26426,34.0
26427,40.0
26428,39.0
26429,30.0
26430,32.0
26431,41.0
26432,45.0
26433,61.0
26434,50.0
26435,65.0
26436,70.0
26437,78.0
26438,108.0
26439,142.0
26440,193.0
26441,204.0
26442,266.0
26443,335.0
26444,392.0
26445,413.0
26446,339.0
26447,285.0
26448,236.0
26449,173.0
26450,159.0
26451,128.0
26452,99.0
26453,89.0
26454,88.0
26455,84.0
26456,71.0
26457,76.0
26458,78.0
26459,89.0
26460,102.0
26461,113.0
26462,134.0
26463,33.0
26464,133.0
26465,150.0
26466,164.0
26467,194.0
26468,233.0
26469,250.0
26470,299.0
26471,333.0
26472,357.0
26473,390.0
26474,326.0
26475,402.0
26476,365.0
26477,257.0
26478,135.0
26479,159.0
26480,170.0
26481,36.0
26482,19.0
26483,20.0
26484,18.0
26485,19.0
26486,14.0
26487,11.0
26488,16.0
26489,19.0
26490,18.0
26491,21.0
26492,21.0
26493,17.0
26494,19.0
26495,23.0
26496,29.0
26497,22.0
26498,18.0
26499,24.0
26500,22.0
26501,17.0
26502,27.0
26503,44.0
26504,46.0
26505,35.0
26506,48.0
26507,59.0
26508,69.0
26509,72.0
26510,59.0
26511,57.0
26512,67.0
26513,75.0
26514,15.0
26515,38.0
26516,41.0
26517,63.0
26518,234.0
26519,305.0
26520,304.0
26521,303.0
26522,221.0
26523,179.0
26524,162.0
26525,111.0
26526,114.0
26527,81.0
26528,56.0
26529,63.0
26530,79.0
26531,84.0
26532,97.0
26533,111.0
26534,167.0
26535,279.0
26536,395.0
26537,449.0
26538,389.0
26539,421.0
26540,486.0
26541,486.0
26542,488.0
26543,434.0
26544,425.0
26545,418.0
26546,416.0
26547,402.0
26548,429.0
26549,408.0
26550,456.0
26551,434.0
26552,391.0
26553,377.0
26554,377.0
26555,361.0
26556,343.0
26557,356.0
26558,353.0
26559,340.0
26560,146.0
26561,216.0
26562,291.0
26563,325.0
26564,292.0
26565,371.0
26566,369.0
26567,374.0
26568,391.0
26569,442.0
26570,425.0
26571,442.0
26572,287.0
26573,275.0
26574,174.0
26575,278.0
26576,278.0
26577,319.0
26578,383.0
26579,472.0
26580,458.0
26581,529.0
26582,802.0
26583,845.0
26584,810.0
26585,776.0
26586,824.0
26587,886.0
26588,852.0
26589,858.0
26590,805.0
26591,744.0
26592,731.0
26593,722.0
26594,684.0
26595,651.0
26596,673.0
26597,584.0
26598,475.0
26599,341.0
26600,288.0
26601,266.0
26602,236.0
26603,295.0
26604,419.0
26605,419.0
26606,323.0
26607,326.0
26608,325.0
26609,334.0
26610,343.0
26611,333.0
26612,311.0
26613,304.0
26614,301.0
26615,309.0
26616,298.0
26617,362.0
26618,523.0
26619,468.0
26620,447.0
26621,328.0
26622,308.0
26623,358.0
26624,296.0
26625,257.0
26626,291.0
26627,335.0
26628,345.0
26629,307.0
26630,271.0
26631,267.0
26632,277.0
26633,278.0
26634,285.0
26635,282.0
26636,217.0
26637,169.0
26638,68.0
26639,151.0
26640,66.0
26641,58.0
26642,61.0
26643,61.0
26644,71.0
26645,79.0
26646,74.0
26647,71.0
26648,80.0
26649,79.0
26650,69.0
26651,90.0
26652,109.0
26653,120.0
26654,120.0
26655,132.0
26656,134.0
26657,155.0
26658,166.0
26659,183.0
26660,181.0
26661,201.0
26662,227.0
26663,177.0
26664,189.0
26665,189.0
26666,76.0
26667,46.0
26668,38.0
26669,35.0
26670,25.0
26671,82.0
26672,245.0
26673,269.0
26674,240.0
26675,194.0
26676,169.0
26677,53.0
26678,39.0
26679,45.0
26680,61.0
26681,227.0
26682,219.0
26683,193.0
26684,47.0
26685,26.0
26686,28.0
26687,30.0
26688,25.0
26689,24.0
26690,26.0
26691,19.0
26692,35.0
26693,37.0
26694,34.0
26695,33.0
26696,33.0
26697,34.0
26698,38.0
26699,38.0
26700,41.0
26701,37.0
26702,45.0
26703,71.0
26704,92.0
26705,78.0
26706,86.0
26707,107.0
26708,167.0
26709,208.0
26710,226.0
26711,285.0
26712,283.0
26713,214.0
26714,193.0
26715,231.0
26716,213.0
26717,180.0
26718,149.0
26719,86.0
26720,82.0
26721,87.0
26722,94.0
26723,122.0
26724,138.0
26725,138.0
26726,176.0
26727,450.0
26728,372.0
26729,358.0
26730,448.0
26731,485.0
26732,557.0
26733,573.0
26734,603.0
26735,412.0
26736,300.0
26737,312.0
26738,253.0
26739,285.0
26740,277.0
26741,236.0
26742,157.0
26743,237.0
26744,290.0
26745,371.0
26746,353.0
26747,227.0
26748,201.0
26749,98.0
26750,76.0
26751,71.0
26752,73.0
26753,85.0
26754,100.0
26755,115.0
26756,128.0
26757,141.0
26758,72.0
26759,88.0
26760,91.0
26761,69.0
26762,59.0
26763,53.0
26764,57.0
26765,64.0
26766,78.0
26767,87.0
26768,88.0
26769,80.0
26770,84.0
26771,100.0
26772,129.0
26773,128.0
26774,114.0
26775,110.0
26776,122.0
26777,142.0
26778,150.0
26779,138.0
26780,156.0
26781,145.0
26782,169.0
26783,161.0
26784,160.0
26785,156.0
26786,198.0
26787,188.0
26788,176.0
26789,187.0
26790,154.0
26791,179.0
26792,198.0
26793,159.0
26794,164.0
26795,156.0
26796,144.0
26797,104.0
26798,88.0
26799,72.0
26800,93.0
26801,98.0
26802,114.0
26803,184.0
26804,162.0
26805,179.0
26806,131.0
26807,104.0
26808,84.0
26809,88.0
26810,60.0
26811,45.0
26812,38.0
26813,37.0
26814,40.0
26815,52.0
26816,46.0
26817,48.0
26818,55.0
26819,46.0
26820,111.0
26821,127.0
26822,326.0
26823,382.0
26824,352.0
26825,366.0
26826,396.0
26827,398.0
26828,374.0
26829,412.0
26830,437.0
26831,453.0
26832,439.0
26833,439.0
26834,437.0
26835,411.0
26836,424.0
26837,417.0
26838,422.0
26839,394.0
26840,388.0
26841,401.0
26842,402.0
26843,396.0
26844,395.0
26845,392.0
26846,359.0
26847,301.0
26848,273.0
26849,297.0
26850,321.0
26851,336.0
26852,399.0
26853,378.0
26854,398.0
26855,255.0
26856,29.0
26857,17.0
26858,18.0
26859,11.0
26860,16.0
26861,12.0
26862,13.0
26863,14.0
26864,20.0
26865,29.0
26866,32.0
26867,12.0
26868,16.0
26869,17.0
26870,13.0
26871,16.0
26872,14.0
26873,10.0
26874,23.0
26875,30.0
26876,27.0
26877,23.0
26878,27.0
26879,27.0
26880,31.0
26881,47.0
26882,46.0
26883,42.0
26884,47.0
26885,64.0
26886,68.0
26887,48.0
26888,40.0
26889,50.0
26890,55.0
26891,53.0
26892,65.0
26893,71.0
26894,84.0
26895,78.0
26896,73.0
26897,84.0
26898,109.0
26899,130.0
26900,113.0
26901,118.0
26902,124.0
26903,135.0
26904,174.0
26905,161.0
26906,186.0
26907,189.0
26908,169.0
26909,155.0
26910,138.0
26911,126.0
26912,124.0
26913,96.0
26914,94.0
26915,122.0
26916,156.0
26917,198.0
26918,162.0
26919,162.0
26920,172.0
26921,195.0
26922,177.0
26923,174.0
26924,165.0
26925,170.0
26926,179.0
26927,229.0
26928,307.0
26929,347.0
26930,318.0
26931,293.0
26932,258.0
26933,284.0
26934,312.0
26935,310.0
26936,261.0
26937,387.0
26938,340.0
26939,306.0
26940,321.0
26941,322.0
26942,313.0
26943,320.0
26944,288.0
26945,300.0
26946,314.0
26947,317.0
26948,329.0
26949,306.0
26950,318.0
26951,340.0
26952,359.0
26953,362.0
26954,369.0
26955,364.0
26956,364.0
26957,357.0
26958,362.0
26959,369.0
26960,348.0
26961,348.0
26962,357.0
26963,367.0
26964,384.0
26965,394.0
26966,409.0
26967,496.0
26968,490.0
26969,459.0
26970,446.0
26971,444.0
26972,443.0
26973,444.0
26974,510.0
26975,508.0
26976,490.0
26977,472.0
26978,451.0
26979,448.0
26980,406.0
26981,526.0
26982,460.0
26983,438.0
26984,425.0
26985,462.0
26986,493.0
26987,484.0
26988,463.0
26989,476.0
26990,445.0
26991,441.0
26992,436.0
26993,411.0
26994,389.0
26995,357.0
26996,345.0
26997,335.0
26998,322.0
26999,316.0
27000,315.0
27001,304.0
27002,282.0
27003,260.0
27004,266.0
27005,278.0
27006,273.0
27007,275.0
27008,287.0
27009,302.0
27010,299.0
27011,297.0
27012,286.0
27013,297.0
27014,288.0
27015,281.0
27016,251.0
27017,248.0
27018,222.0
27019,199.0
27020,265.0
27021,288.0
27022,296.0
27023,311.0
27024,276.0
27025,259.0
27026,205.0
27027,181.0
27028,213.0
27029,208.0
27030,206.0
27031,183.0
27032,178.0
27033,178.0
27034,169.0
27035,177.0
27036,174.0
27037,172.0
27038,157.0
27039,143.0
27040,147.0
27041,136.0
27042,144.0
27043,146.0
27044,149.0
27045,129.0
27046,111.0
27047,123.0
27048,155.0
27049,134.0
27050,98.0
27051,53.0
27052,26.0
27053,15.0
27054,21.0
27055,29.0
27056,14.0
27057,18.0
27058,20.0
27059,24.0
27060,22.0
27061,19.0
27062,21.0
27063,15.0
27064,16.0
27065,22.0
27066,23.0
27067,27.0
27068,21.0
27069,9.0
27070,14.0
27071,14.0
27072,10.0
27073,9.0
27074,16.0
27075,16.0
27076,15.0
27077,19.0
27078,17.0
27079,38.0
27080,32.0
27081,46.0
27082,50.0
27083,52.0
27084,55.0
27085,51.0
27086,63.0
27087,55.0
27088,57.0
27089,59.0
27090,66.0
27091,81.0
27092,84.0
27093,83.0
27094,90.0
27095,114.0
27096,129.0
27097,150.0
27098,161.0
27099,166.0
27100,191.0
27101,135.0
27102,126.0
27103,126.0
27104,138.0
27105,165.0
27106,181.0
27107,194.0
27108,201.0
27109,202.0
27110,223.0
27111,228.0
27112,227.0
27113,227.0
27114,232.0
27115,219.0
27116,239.0
27117,233.0
27118,225.0
27119,215.0
27120,217.0
27121,100.0
27122,25.0
27123,12.0
27124,16.0
27125,14.0
27126,20.0
27127,12.0
27128,18.0
27129,15.0
27130,18.0
27131,21.0
27132,17.0
27133,19.0
27134,21.0
27135,22.0
27136,27.0
27137,29.0
27138,27.0
27139,31.0
27140,32.0
27141,29.0
27142,65.0
27143,94.0
27144,77.0
27145,60.0
27146,52.0
27147,49.0
27148,50.0
27149,57.0
27150,72.0
27151,85.0
27152,89.0
27153,85.0
27154,80.0
27155,82.0
27156,90.0
27157,89.0
27158,90.0
27159,96.0
27160,99.0
27161,105.0
27162,115.0
27163,128.0
27164,136.0
27165,148.0
27166,152.0
27167,156.0
27168,192.0
27169,214.0
27170,234.0
27171,229.0
27172,212.0
27173,208.0
27174,227.0
27175,220.0
27176,203.0
27177,188.0
27178,11.0
27179,9.0
27180,9.0
27181,9.0
27182,6.0
27183,10.0
27184,8.0
27185,5.0
27186,8.0
27187,9.0
27188,12.0
27189,9.0
27190,9.0
27191,9.0
27192,7.0
27193,7.0
27194,7.0
27195,6.0
27196,9.0
27197,8.0
27198,11.0
27199,11.0
27200,8.0
27201,10.0
27202,10.0
27203,15.0
27204,13.0
27205,11.0
27206,10.0
27207,9.0
27208,12.0
27209,18.0
27210,24.0
27211,18.0
27212,18.0
27213,20.0
27214,27.0
27215,15.0
27216,10.0
27217,12.0
27218,9.0
27219,13.0
27220,11.0
27221,10.0
27222,15.0
27223,19.0
27224,26.0
27225,26.0
27226,15.0
27227,26.0
27228,48.0
27229,64.0
27230,56.0
27231,57.0
27232,66.0
27233,106.0
27234,166.0
27235,174.0
27236,152.0
27237,144.0
27238,115.0
27239,108.0
27240,111.0
27241,111.0
27242,125.0
27243,128.0
27244,156.0
27245,168.0
27246,175.0
27247,172.0
27248,192.0
27249,185.0
27250,184.0
27251,172.0
27252,167.0
27253,155.0
27254,163.0
27255,156.0
27256,161.0
27257,175.0
27258,210.0
27259,282.0
27260,428.0
27261,512.0
27262,167.0
27263,71.0
27264,419.0
27265,209.0
27266,185.0
27267,78.0
27268,23.0
27269,17.0
27270,10.0
27271,17.0
27272,20.0
27273,25.0
27274,20.0
27275,16.0
